,total_cases,year,weekofyear,week_start_date,month,fall,spring,summer,winter,station_avg_temp_c,station_max_temp_c,station_min_temp_c,reanalysis_tdtr_k,reanalysis_specific_humidity_g_per_kg,reanalysis_precip_amt_kg_per_m2,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_average,ndvi_average_cat,grassy,soily,watery,station_avg_temp_c_shift,station_max_temp_c_shift,station_min_temp_c_shift,reanalysis_tdtr_k_shift,reanalysis_specific_humidity_g_per_kg_shift,reanalysis_precip_amt_kg_per_m2_shift,grassy_shift,soily_shift,watery_shift,station_max_temp_c_shift_18,station_min_temp_c_shift_18,station_avg_temp_c_shift_18,reanalysis_tdtr_k_shift_8,reanalysis_specific_humidity_g_per_kg_shift_12,reanalysis_precip_amt_kg_per_m2_shift_8,grassy_shift_20,soily_shift_20,watery_shift_20
163,25,1993.0,35.0,1993-09-03,9,1,0,0,0,28.65714286,32.8,24.4,2.185714286,17.52714286,34.4,0.0979,0.1581,0.1638571,0.1509143,0.14269284999999998,soily,0,1,0,29.41428571,33.9,24.4,2.228571429,17.95285714,62.7,0.0,1.0,0.0,32.71111111111111,23.37777777777778,28.080158729444445,2.191071428625,17.80797619,50.437500000000014,0.1,0.8,0.1
164,28,1993.0,36.0,1993-09-10,9,1,0,0,0,28.42857143,32.8,23.3,2.171428571,17.56142857,42.1,0.1121,0.0688,0.0596,0.05133333000000001,0.0729583325,soily,0,1,0,28.97142857,33.3,24.4,2.314285714,17.91714286,26.9,1.0,0.0,0.0,32.83333333333333,23.52777777777778,28.252380951666666,2.230357142875,17.8051190475,50.36250000000001,0.15,0.75,0.1
165,27,1993.0,37.0,1993-09-17,9,1,0,0,0,28.6,32.8,23.9,1.942857143,17.70428571,50.0,0.1199,0.0971,0.2044429,0.1865857,0.15200715,soily,0,1,0,28.65714286,32.8,24.4,2.185714286,17.52714286,34.4,0.0,1.0,0.0,32.833333333333336,23.65,28.31746031666667,2.267857142875,17.724761904999998,45.562500000000014,0.15,0.8,0.05
166,18,1993.0,38.0,1993-09-24,9,1,0,0,0,28.15714286,32.8,23.3,2.685714286,17.95285714,57.89999999999999,0.005400000000000002,0.063525,0.1392833,0.1168857,0.0812735,soily,0,1,0,28.42857143,32.8,23.3,2.171428571,17.56142857,42.1,0.0,1.0,0.0,32.86666666666666,23.71111111111111,28.399999999444447,2.22678571425,17.760714285833334,42.36250000000001,0.15,0.8,0.05
167,23,1993.0,39.0,1993-10-01,10,1,0,0,0,28.28571429,32.8,23.9,2.171428571,18.12,76.0,0.034,0.0517,0.0726,0.09423333,0.0631333325,watery,0,0,1,28.6,32.8,23.9,1.942857143,17.70428571,50.0,0.0,1.0,0.0,32.961111111111116,23.772222222222226,28.518253967777778,2.16071428575,17.76,44.937500000000014,0.15,0.8,0.05
168,23,1993.0,40.0,1993-10-08,10,1,0,0,0,28.01428571,33.3,23.3,1.671428571,18.10428571,55.36,0.12130000000000002,0.0705,0.1886286,0.1652714,0.13642500000000002,soily,0,1,0,28.15714286,32.8,23.3,2.685714286,17.95285714,57.89999999999999,0.0,1.0,0.0,32.9,23.772222222222222,28.514285713888892,2.276785714375,17.7625,38.55000000000001,0.15,0.8,0.05
169,29,1993.0,41.0,1993-10-15,10,1,0,0,0,28.4,32.2,24.4,1.942857143,17.86,35.8,0.1317,0.0645,0.20515,0.1731857,0.143633925,soily,0,1,0,28.28571429,32.8,23.9,2.171428571,18.12,76.0,0.0,0.0,1.0,32.83888888888888,23.805555555555557,28.477777777777778,2.253571428625,17.82190476166667,46.47500000000001,0.15,0.75,0.1
170,38,1993.0,42.0,1993-10-22,10,1,0,0,0,28.2,33.3,23.9,2.257142857,17.59285714,17.0,0.012900000000000002,0.104632006,0.1347,0.1496857,0.1004794265,soily,0,1,0,28.01428571,33.3,23.3,1.671428571,18.10428571,55.36,0.0,1.0,0.0,32.96111111111111,23.833333333333332,28.49841269833333,2.171428571375,17.8755952375,50.670000000000016,0.15,0.75,0.1
171,36,1993.0,43.0,1993-10-29,10,1,0,0,0,28.07142857,32.8,23.9,1.957142857,17.55571429,57.6,0.11699999999999999,0.11430000000000001,0.2702,0.1092667,0.15269167500000003,soily,0,1,0,28.4,32.2,24.4,1.942857143,17.86,35.8,0.0,1.0,0.0,32.83888888888888,23.799999999999997,28.415079365,2.135714285625,17.9208333325,47.30750000000001,0.15,0.8,0.05
172,43,1993.0,44.0,1993-11-05,11,1,0,0,0,27.9,32.8,23.3,2.3,17.44142857,16.1,0.09466666,0.1406667,0.1776167,0.1569,0.142462515,soily,0,1,0,28.2,33.3,23.9,2.257142857,17.59285714,17.0,0.0,1.0,0.0,32.900000000000006,23.83333333333333,28.44126984111111,2.1285714285,17.884047618333334,46.070000000000014,0.15,0.8,0.05
173,46,1993.0,45.0,1993-11-12,11,1,0,0,0,27.64285714,32.8,23.3,2.271428571,16.66285714,25.6,-0.15890000000000004,0.0493,0.08248333,0.1696,0.03562083249999999,watery,0,0,1,28.07142857,32.8,23.9,1.957142857,17.55571429,57.6,0.0,1.0,0.0,32.87222222222222,23.927777777777777,28.481746031666667,2.099999999875,17.819761904166665,48.97000000000001,0.15,0.8,0.05
174,31,1993.0,46.0,1993-11-19,11,1,0,0,0,27.17142857,31.7,22.8,1.842857143,16.58,70.71,0.17314999999999997,0.013824999999999997,0.17535,0.1117429,0.118516975,soily,0,1,0,27.9,32.8,23.3,2.3,17.44142857,16.1,0.0,1.0,0.0,32.87222222222222,23.833333333333332,28.429365079444445,2.1160714284999997,17.77416666583333,45.72000000000001,0.15,0.8,0.05
175,25,1993.0,47.0,1993-11-26,11,1,0,0,0,26.88571429,31.7,22.2,1.871428571,16.66142857,118.09999999999998,0.1071,0.18180000000000002,0.2600571,0.2705857,0.2048857,grassy,1,0,0,27.64285714,32.8,23.3,2.271428571,16.66285714,25.6,0.0,0.0,1.0,32.87222222222222,23.772222222222222,28.39603174611111,2.1571428569999997,17.666666665833333,42.670000000000016,0.15,0.75,0.1
176,40,1993.0,48.0,1993-12-03,12,0,0,0,1,26.78571429,33.3,21.1,2.014285714,16.40142857,25.7,0.3572667,-0.009499999999999995,0.12734,0.08941429,0.1411302475,soily,0,1,0,27.17142857,31.7,22.8,1.842857143,16.58,70.71,0.0,1.0,0.0,32.84444444444444,23.805555555555557,28.356349206111112,2.0517857141249998,17.55523809416667,44.271250000000016,0.1,0.8,0.1
177,31,1993.0,49.0,1993-12-10,12,0,0,0,1,26.52857143,30.6,21.1,2.357142857,15.93285714,43.4,-0.02292666000000001,0.039714998,0.1632333,0.08283333,0.06571374199999999,soily,0,1,0,26.88571429,31.7,22.2,1.871428571,16.66142857,118.09999999999998,1.0,0.0,0.0,32.75555555555555,23.68333333333333,28.266666666666666,2.0142857141249997,17.483095236666667,49.533750000000005,0.15,0.75,0.1
178,38,1993.0,50.0,1993-12-17,12,0,0,0,1,26.22857143,31.1,21.1,2.457142857,15.57142857,28.6,-0.2902,-0.06766667,0.1682857,0.08,-0.027395242499999996,watery,0,0,1,26.78571429,33.3,21.1,2.014285714,16.40142857,25.7,0.0,1.0,0.0,32.81666666666666,23.62222222222222,28.20238095277778,2.0571428569999997,17.386428570000003,45.82625000000001,0.15,0.75,0.1
179,30,1993.0,51.0,1993-12-24,12,0,0,0,1,26.04285714,31.7,21.7,2.557142857,15.65,33.6,-0.023700000000000006,-0.021150000000000002,0.1181143,0.07024286,0.035876790000000006,watery,0,0,1,26.52857143,30.6,21.1,2.357142857,15.93285714,43.4,0.0,1.0,0.0,32.694444444444436,23.43888888888889,28.06349206388889,2.10892857125,17.2388095225,46.77625000000001,0.15,0.75,0.1
180,22,1994.0,52.0,1994-01-01,1,0,0,0,1,26.97142857,32.8,21.7,2.442857143,15.78,3.3999999999999986,0.01797334000000001,0.04003666600000001,0.19329594,0.16528921800000002,0.104148791,soily,0,1,0,26.22857143,31.1,21.1,2.457142857,15.57142857,28.6,0.0,0.0,1.0,32.599999999999994,23.22222222222222,27.907936508333336,2.13392857125,17.040357141666664,48.22625000000001,0.15,0.7,0.15
181,31,1994.0,1.0,1994-01-08,1,0,0,0,1,25.5,29.4,21.1,2.057142857,14.95142857,19.5,-0.12089999999999998,0.019299999999999998,0.09498571,0.1785143,0.0429750025,watery,0,0,1,26.04285714,31.7,21.7,2.557142857,15.65,33.6,0.0,0.0,1.0,32.47777777777778,23.07222222222222,27.720634921111113,2.20892857125,16.834523808333334,45.22625000000001,0.1,0.7,0.2
182,26,1994.0,2.0,1994-01-15,1,0,0,0,1,25.45714286,29.4,21.1,2.214285714,15.09714286,19.4,0.1435,0.0974,0.25425,0.21445,0.1774,grassy,1,0,0,26.97142857,32.8,21.7,2.442857143,15.78,3.3999999999999986,0.0,1.0,0.0,32.45,22.922222222222224,27.60952381,2.226785714125,16.640833332499998,43.63875000000001,0.1,0.7,0.2
183,35,1994.0,3.0,1994-01-22,1,0,0,0,1,25.08571429,30.0,20.0,2.114285714,14.77571429,16.4,0.0741,0.1664333,0.151,0.1407143,0.13306189999999998,soily,0,1,0,25.5,29.4,21.1,2.057142857,14.95142857,19.5,0.0,0.0,1.0,32.261111111111106,22.73888888888889,27.434126984444443,2.199999999875,16.39845238,42.876250000000006,0.1,0.65,0.25
184,36,1994.0,4.0,1994-01-29,1,0,0,0,1,25.32857143,29.4,20.6,2.328571429,14.93857143,19.04,0.0912,-0.11626670000000001,0.1635571,0.1985143,0.08425117500000001,soily,0,1,0,25.45714286,29.4,21.1,2.214285714,15.09714286,19.4,1.0,0.0,0.0,32.07222222222222,22.616666666666667,27.269047619444446,2.24642857125,16.190476190000002,36.46250000000001,0.1,0.65,0.25
185,39,1994.0,5.0,1994-02-05,2,0,0,0,1,25.78571429,30.0,20.6,2.2,14.63428571,21.8,0.2588,0.2112,0.2200571,0.2156,0.226414275,grassy,1,0,0,25.08571429,30.0,20.0,2.114285714,14.77571429,16.4,0.0,1.0,0.0,31.91666666666666,22.4,27.073809524444446,2.2767857141250003,15.958809523333334,23.750000000000014,0.1,0.65,0.25
186,25,1994.0,6.0,1994-02-12,2,0,0,0,1,25.25714286,29.4,21.1,1.742857143,14.28857143,11.5,0.0882,0.117,0.0768,0.069175,0.08779374999999999,soily,0,1,0,25.32857143,29.4,20.6,2.328571429,14.93857143,19.04,0.0,1.0,0.0,31.727777777777778,22.25,26.916666667222223,2.3160714285,15.750238095,22.91750000000001,0.1,0.65,0.25
187,31,1994.0,7.0,1994-02-19,2,0,0,0,1,25.7,30.6,21.1,2.285714286,14.02,7.199999999999999,0.3633,0.24185,0.2473857,0.2834143,0.2839875,grassy,1,0,0,25.78571429,30.0,20.6,2.2,14.63428571,21.8,1.0,0.0,0.0,31.572222222222226,22.066666666666666,26.777777778333334,2.296428571375,15.581190475833333,20.217500000000015,0.15,0.6,0.25
188,37,1994.0,8.0,1994-02-26,2,0,0,0,1,25.74285714,30.6,20.6,2.357142857,14.15714286,11.5,0.12758668,0.09243333,0.1377571,0.07407143,0.107962135,soily,0,1,0,25.25714286,29.4,21.1,1.742857143,14.28857143,11.5,0.0,1.0,0.0,31.355555555555554,21.944444444444443,26.624603175555553,2.207142857125,15.390238094999999,18.080000000000013,0.15,0.6,0.25
189,33,1994.0,9.0,1994-03-05,3,0,1,0,0,25.31428571,30.6,20.6,2.5,14.55857143,16.7,0.1022,0.1446,0.17415,0.1530833,0.14350832500000002,soily,0,1,0,25.7,30.6,21.1,2.285714286,14.02,7.199999999999999,1.0,0.0,0.0,31.26666666666667,21.76111111111111,26.474603175555554,2.1732142857500003,15.1701190475,14.780000000000014,0.2,0.6,0.2
190,25,1994.0,10.0,1994-03-12,3,0,1,0,0,25.88571429,31.1,21.7,2.442857143,15.25857143,18.7,0.1125,0.1038,0.08821429,0.1224143,0.10673214749999999,soily,0,1,0,25.74285714,30.6,20.6,2.357142857,14.15714286,11.5,0.0,1.0,0.0,31.11666666666666,21.57777777777778,26.33809523888889,2.1625,14.983095238333332,15.792500000000015,0.2,0.6,0.2
191,24,1994.0,11.0,1994-03-19,3,0,1,0,0,25.84285714,31.1,21.1,2.571428571,14.33428571,6.690000000000001,0.1468,-0.048149999999999984,0.1946833,0.14055,0.108470825,soily,0,1,0,25.31428571,30.6,20.6,2.5,14.55857143,16.7,0.0,1.0,0.0,30.994444444444444,21.394444444444446,26.184920635555553,2.2178571428750002,14.868571429166666,15.442500000000015,0.2,0.6,0.2
192,18,1994.0,12.0,1994-03-26,3,0,1,0,0,26.72857143,32.8,20.6,3.657142857,14.61714286,2.8999999999999986,0.0412,0.1005833,0.1528167,0.1368429,0.10786072499999999,soily,0,1,0,25.88571429,31.1,21.7,2.442857143,15.25857143,18.7,0.0,1.0,0.0,30.900000000000002,21.305555555555557,26.073015873888888,2.2464285715,14.842500000833335,15.355000000000015,0.2,0.6,0.2
193,23,1994.0,13.0,1994-04-02,4,0,1,0,0,26.7,33.3,21.1,2.471428571,14.94571429,6.66,0.0978,0.15975,0.1270429,0.1195286,0.126030375,soily,0,1,0,25.84285714,31.1,21.1,2.571428571,14.33428571,6.690000000000001,0.0,1.0,0.0,30.805555555555557,21.183333333333334,25.973015873888887,2.303571428625,14.732857143333334,14.141250000000014,0.2,0.6,0.2
194,13,1994.0,14.0,1994-04-09,4,0,1,0,0,26.42857143,31.1,21.7,2.4,14.54714286,4.399999999999999,0.108,0.05093333,0.1369286,0.1190286,0.1037226325,soily,0,1,0,26.72857143,32.8,20.6,3.657142857,14.61714286,2.8999999999999986,0.0,1.0,0.0,30.866666666666667,21.061111111111114,25.948412699444447,2.4696428571249998,14.635952381666668,12.123750000000014,0.2,0.6,0.2
195,18,1994.0,15.0,1994-04-16,4,0,1,0,0,25.97142857,30.0,21.1,2.1,15.14714286,37.0,0.16435,0.13325,0.1874286,0.1552429,0.160067875,soily,0,1,0,26.7,33.3,21.1,2.471428571,14.94571429,6.66,0.0,1.0,0.0,30.95555555555556,21.000000000000004,25.93809523888889,2.5035714285,14.635476191666667,10.231250000000014,0.2,0.65,0.15
196,14,1994.0,16.0,1994-04-23,4,0,1,0,0,25.97142857,30.0,22.2,2.128571429,14.29428571,16.6,0.10334667400000001,0.09285,0.1528286,0.1754571,0.13112059350000002,soily,0,1,0,26.42857143,31.1,21.7,2.4,14.54714286,4.399999999999999,0.0,1.0,0.0,30.833333333333332,21.033333333333335,25.91825396888889,2.5857142856250004,14.589642858333333,9.343750000000014,0.2,0.65,0.15
197,17,1994.0,17.0,1994-04-30,4,0,1,0,0,26.67142857,31.7,22.2,2.614285714,14.88142857,4.899999999999999,0.0805,0.025099999999999997,0.09804286,0.09371667,0.0743398825,soily,0,1,0,25.97142857,30.0,21.1,2.1,15.14714286,37.0,0.0,1.0,0.0,30.799999999999997,21.033333333333335,25.887301587777777,2.562499999875,14.620595239166667,13.068750000000014,0.15,0.7,0.15
198,22,1994.0,18.0,1994-05-07,5,0,1,0,0,27.75714286,33.3,22.8,2.671428571,16.62142857,14.100000000000001,0.0652,0.08175,0.1644143,0.1321429,0.11087680000000001,soily,0,1,0,25.97142857,30.0,22.2,2.128571429,14.29428571,16.6,0.0,1.0,0.0,30.738888888888887,21.09444444444445,25.87301587333333,2.533928571375,14.5669047625,13.706250000000015,0.15,0.7,0.15
199,13,1994.0,19.0,1994-05-14,5,0,1,0,0,27.41428571,31.7,23.9,1.942857143,16.28,21.1,0.1111,0.0974,0.1165143,0.1063143,0.10783215000000002,soily,0,1,0,26.67142857,31.7,22.2,2.614285714,14.88142857,4.899999999999999,0.0,1.0,0.0,30.738888888888887,21.122222222222224,25.907936508333332,2.5482142856250003,14.587500000833332,12.231250000000014,0.15,0.7,0.15
200,24,1994.0,20.0,1994-05-21,5,0,1,0,0,27.71428571,33.3,22.8,1.814285714,16.76714286,28.9,0.0742,0.017699999999999994,0.1722429,0.1608286,0.106242875,soily,0,1,0,27.75714286,33.3,22.8,2.671428571,16.62142857,14.100000000000001,0.0,1.0,0.0,30.766666666666666,21.183333333333334,25.951587302222222,2.576785714125,14.7819047625,11.656250000000014,0.15,0.75,0.1
201,31,1994.0,21.0,1994-05-28,5,0,1,0,0,29.1,33.9,24.4,2.885714286,17.48714286,7.899999999999999,0.1178,0.10975,0.2084714,0.2084857,0.161126775,soily,0,1,0,27.41428571,31.7,23.9,1.942857143,16.28,21.1,0.0,1.0,0.0,30.894444444444446,21.33888888888889,26.057936508333334,2.498214285625,14.970238095833333,13.457500000000014,0.15,0.8,0.05
202,34,1994.0,22.0,1994-06-04,6,0,0,1,0,28.57142857,33.3,23.3,2.357142857,16.71285714,16.7,0.1097,0.1407,0.2008429,0.1616143,0.1532143,soily,0,1,0,27.71428571,33.3,22.8,1.814285714,16.76714286,28.9,0.0,1.0,0.0,31.11111111111111,21.433333333333334,26.18333333333333,2.2678571427499996,15.187738095833334,16.707500000000014,0.15,0.8,0.05
203,31,1994.0,23.0,1994-06-11,6,0,0,1,0,28.22857143,32.8,23.3,2.471428571,17.01571429,21.5,0.08005,0.06905,0.061614290000000016,0.05854286,0.06731428750000001,soily,0,1,0,29.1,33.9,24.4,2.885714286,17.48714286,7.899999999999999,0.0,1.0,0.0,31.327777777777783,21.677777777777777,26.40634920611111,2.319642857125,15.431785714999998,16.862500000000015,0.15,0.85,0.0
204,31,1994.0,24.0,1994-06-18,6,0,0,1,0,28.32857143,32.8,24.4,2.4,16.83142857,3.6999999999999993,-0.028599999999999993,0.08851334,0.1592833,0.2158429,0.108759885,soily,0,1,0,28.57142857,33.3,23.3,2.357142857,16.71285714,16.7,0.0,1.0,0.0,31.54444444444444,21.82777777777778,26.586507936111115,2.31428571425,15.552976190833332,18.400000000000013,0.1,0.9,0.0
205,38,1994.0,25.0,1994-06-25,6,0,0,1,0,28.07142857,32.8,23.9,2.042857143,16.83714286,26.51,-0.0323,0.04215,0.1387429,0.1391143,0.0719268,soily,0,1,0,28.22857143,32.8,23.3,2.471428571,17.01571429,21.5,0.0,1.0,0.0,31.699999999999996,21.977777777777778,26.722222221666666,2.360714285625,15.7764285725,16.462500000000013,0.1,0.9,0.0
206,49,1994.0,26.0,1994-07-02,7,0,0,1,0,28.4,32.8,23.9,2.642857143,17.22857143,22.9,0.1252667,0.11765,0.1234167,0.1551857,0.130379775,soily,0,1,0,28.32857143,32.8,24.4,2.4,16.83142857,3.6999999999999993,0.0,1.0,0.0,31.88888888888889,22.16111111111111,26.892857142222223,2.394642857,15.960952381666665,14.850000000000016,0.1,0.9,0.0
207,42,1994.0,27.0,1994-07-09,7,0,0,1,0,27.92857143,32.2,23.9,1.642857143,16.47857143,54.83,0.12325,0.2155667,0.217,0.1133429,0.1672899,soily,0,1,0,28.07142857,32.8,23.9,2.042857143,16.83714286,26.51,0.0,1.0,0.0,32.011111111111106,22.31666666666667,27.024603173888888,2.323214285625,16.118571429166668,17.551250000000014,0.05,0.95,0.0
208,49,1994.0,28.0,1994-07-16,7,0,0,1,0,28.17142857,32.2,23.9,2.128571429,16.50285714,18.52,0.1396,0.22405000000000003,0.1846714,0.1805857,0.182226775,grassy,1,0,0,28.4,32.8,23.9,2.642857143,17.22857143,22.9,0.0,1.0,0.0,32.13333333333333,22.5,27.17222222166667,2.319642857125,16.34202381,18.651250000000015,0.05,0.95,0.0
209,55,1994.0,29.0,1994-07-23,7,0,0,1,0,28.25714286,32.8,23.9,2.342857143,16.88285714,9.899999999999999,0.0424,0.12016669999999999,0.1943429,0.1907429,0.136913125,soily,0,1,0,27.92857143,32.2,23.9,1.642857143,16.47857143,54.83,0.0,1.0,0.0,32.22222222222222,22.68333333333333,27.317460317222224,2.2821428571249998,16.452976190833333,22.867500000000014,0.0,1.0,0.0
210,80,1994.0,30.0,1994-07-30,7,0,0,1,0,28.51428571,33.3,24.4,2.457142857,16.58,3.299999999999997,0.183,0.2658,0.1967286,0.1939,0.20985715,grassy,1,0,0,28.17142857,32.2,23.9,2.128571429,16.50285714,18.52,1.0,0.0,0.0,32.28333333333333,22.805555555555557,27.444444443888887,2.3214285715000003,16.63702381,21.570000000000014,0.05,0.95,0.0
211,84,1994.0,31.0,1994-08-06,8,0,0,1,0,28.25714286,33.3,23.9,2.214285714,16.70857143,22.9,0.06702,0.1311,0.1752143,0.1122143,0.12138715,soily,0,1,0,28.25714286,32.8,23.9,2.342857143,16.88285714,9.899999999999999,0.0,1.0,0.0,32.37777777777777,22.961111111111112,27.578571428333333,2.253571428625,16.803809524166667,21.820000000000014,0.05,0.95,0.0
212,72,1994.0,32.0,1994-08-13,8,0,0,1,0,28.38571429,33.3,23.9,2.357142857,16.83142857,12.5,0.04465,-0.0402,0.056866669999999994,0.02865000000000001,0.0224916675,watery,0,0,1,28.51428571,33.3,24.4,2.457142857,16.58,3.299999999999997,1.0,0.0,0.0,32.40555555555555,23.172222222222224,27.67777777722222,2.266071428625,16.800357143333333,20.145000000000014,0.1,0.9,0.0
213,89,1994.0,33.0,1994-08-20,8,0,0,1,0,28.51428571,33.3,24.4,2.514285714,16.86428571,16.6,0.06666667,-0.015700000000000006,0.1766167,0.22135,0.1122333425,soily,0,1,0,28.25714286,33.3,23.9,2.214285714,16.70857143,22.9,0.0,1.0,0.0,32.40555555555555,23.327777777777776,27.76428571388889,2.2339285715,16.836071429166665,20.320000000000014,0.1,0.9,0.0
214,115,1994.0,34.0,1994-08-27,8,0,0,1,0,28.57142857,32.8,24.4,2.642857143,17.33857143,11.560000000000002,0.1564,0.130825,0.1920571,0.1767286,0.16400267500000001,soily,0,1,0,28.38571429,33.3,23.9,2.357142857,16.83142857,12.5,0.0,0.0,1.0,32.52777777777778,23.45,27.873015872777778,2.228571428625,16.841428571666665,21.420000000000012,0.1,0.85,0.05
215,179,1994.0,35.0,1994-09-03,9,1,0,0,0,29.42857143,33.9,25.6,2.528571429,17.70571429,20.24,0.02185,0.14525,0.2137857,0.2040857,0.14624285,soily,0,1,0,28.51428571,33.3,24.4,2.514285714,16.86428571,16.6,0.0,1.0,0.0,32.711111111111116,23.633333333333336,28.014285713888892,2.2875,16.789523809166667,20.181250000000013,0.1,0.85,0.05
216,202,1994.0,36.0,1994-09-10,9,1,0,0,0,29.28571429,33.3,24.4,2.642857143,17.52142857,28.3,0.04585,0.076225,0.2916857,0.2479714,0.165433025,soily,0,1,0,28.57142857,32.8,24.4,2.642857143,17.33857143,11.560000000000002,0.0,1.0,0.0,32.86666666666667,23.755555555555553,28.158730158333334,2.2875,16.841666666666665,18.763750000000012,0.1,0.85,0.05
217,272,1994.0,37.0,1994-09-17,9,1,0,0,0,28.55714286,34.4,23.9,2.457142857,17.30571429,70.4,0.0865616666,0.103742,0.0955,0.192925,0.11968216665,soily,0,1,0,29.42857143,33.9,25.6,2.528571429,17.70571429,20.24,0.0,1.0,0.0,32.98888888888889,23.944444444444443,28.311904761666668,2.39821428575,16.899166666666666,14.440000000000014,0.1,0.85,0.05
218,302,1994.0,38.0,1994-09-24,9,1,0,0,0,28.37142857,32.2,24.4,1.985714286,17.35428571,50.7,0.037035,0.07348,0.17104381999999999,0.16740764,0.11224161499999999,soily,0,1,0,29.28571429,33.3,24.4,2.642857143,17.52142857,28.3,0.0,1.0,0.0,32.98888888888889,24.03333333333333,28.396825396666667,2.4625,16.956666666666667,15.662500000000014,0.1,0.85,0.05
219,395,1994.0,39.0,1994-10-01,10,1,0,0,0,28.01428571,33.9,23.3,2.6,17.24857143,45.2,0.0428916666,0.082785334,0.137876652,0.15612786,0.10492037815,soily,0,1,0,28.55714286,34.4,23.9,2.457142857,17.30571429,70.4,0.0,1.0,0.0,33.138888888888886,24.03333333333333,28.460317460555554,2.47678571425,16.995714285833333,23.225000000000016,0.1,0.85,0.05
220,426,1994.0,40.0,1994-10-08,10,1,0,0,0,28.71428571,34.4,24.4,2.628571429,16.74428571,2.8000000000000007,0.14551333400000002,0.154165,0.18136904,0.18565572,0.16667577349999999,soily,0,1,0,28.37142857,32.2,24.4,1.985714286,17.35428571,50.7,0.0,1.0,0.0,33.077777777777776,24.12222222222222,28.496825397222224,2.417857142875,17.006190475833332,29.150000000000016,0.1,0.85,0.05
221,461,1994.0,41.0,1994-10-15,10,1,0,0,0,28.32857143,35.0,23.9,2.728571429,16.9,40.8,0.08395333399999999,0.12423200000000001,0.22040334,0.23750713999999998,0.1665239535,soily,0,1,0,28.01428571,33.9,23.3,2.6,17.24857143,45.2,0.0,1.0,0.0,33.07777777777777,24.061111111111114,28.43650793666667,2.466071428625,17.0703571425,31.937500000000014,0.1,0.85,0.05
222,381,1994.0,42.0,1994-10-22,10,1,0,0,0,28.57142857,35.0,23.9,3.028571429,17.12428571,15.81,0.11433499999999999,0.11867,0.16259048,0.16576048000000002,0.14033899,soily,0,1,0,28.71428571,34.4,24.4,2.628571429,16.74428571,2.8000000000000007,0.0,1.0,0.0,33.138888888888886,24.12222222222222,28.444444444444443,2.500000000125,17.09047619,30.725000000000016,0.1,0.85,0.05
223,333,1994.0,43.0,1994-10-29,10,1,0,0,0,27.67142857,32.8,23.3,1.657142857,17.64142857,64.85,0.1227,0.09344,0.23071619999999998,0.20315712,0.16250333,soily,0,1,0,28.32857143,35.0,23.9,2.728571429,16.9,40.8,0.0,1.0,0.0,33.26111111111111,24.15555555555555,28.450000000000003,2.5267857145,17.091904761666665,33.750000000000014,0.1,0.85,0.05
224,353,1994.0,44.0,1994-11-05,11,1,0,0,0,28.15714286,32.2,24.4,2.328571429,17.26428571,15.6,0.06762,0.08905834,0.16401098,0.17907142,0.12494018500000001,soily,0,1,0,28.57142857,35.0,23.9,3.028571429,17.12428571,15.81,0.0,1.0,0.0,33.38333333333333,24.12777777777778,28.463492063333334,2.57500000025,17.137261904166664,34.281250000000014,0.1,0.85,0.05
225,410,1994.0,45.0,1994-11-12,11,1,0,0,0,27.31428571,31.7,22.2,2.228571429,16.98428571,36.6,0.07042499999999999,0.067265,0.19106716,0.1713943,0.125037865,soily,0,1,0,27.67142857,32.8,23.3,1.657142857,17.64142857,64.85,0.0,1.0,0.0,33.38333333333333,24.09444444444444,28.44126984111111,2.46607142875,17.21499999916667,39.857500000000016,0.1,0.85,0.05
226,364,1994.0,46.0,1994-11-19,11,1,0,0,0,27.28571429,32.8,22.2,1.771428571,17.64428571,47.5,0.08403,0.091166,0.147774292,0.15060286,0.118393288,soily,0,1,0,28.15714286,32.2,24.4,2.328571429,17.26428571,15.6,0.0,1.0,0.0,33.35,24.12222222222222,28.427777777777777,2.4267857145000002,17.251071427499998,38.27000000000001,0.1,0.85,0.05
227,359,1994.0,47.0,1994-11-26,11,1,0,0,0,27.85714286,33.9,23.3,2.4,17.84857143,23.7,0.07763500000000001,0.12482499999999999,0.17479428,0.152029526,0.1323209515,soily,0,1,0,27.31428571,31.7,22.2,2.228571429,16.98428571,36.6,0.0,1.0,0.0,33.32222222222222,24.02777777777778,28.393650793333332,2.398214286,17.2610714275,34.045000000000016,0.1,0.85,0.05
228,288,1994.0,48.0,1994-12-03,12,0,0,0,1,26.88571429,31.7,21.1,2.1,16.17857143,27.4,0.00489334000000001,0.070944998,0.16443522,0.100646664,0.0852300555,soily,0,1,0,27.28571429,32.8,22.2,1.771428571,17.64428571,47.5,0.0,1.0,0.0,33.355555555555554,23.93333333333333,28.344444444444445,2.3714285716249996,17.286547617500002,33.64500000000001,0.1,0.85,0.05
229,221,1994.0,49.0,1994-12-10,12,0,0,0,1,26.37142857,30.0,22.2,1.5,16.58,106.09,0.08625333399999999,0.1026,0.148940956,0.14002142199999998,0.11945392799999999,soily,0,1,0,27.85714286,33.9,23.3,2.4,17.84857143,23.7,0.0,1.0,0.0,33.416666666666664,23.9,28.322222222222223,2.346428571625,17.298452379166665,30.957500000000014,0.1,0.85,0.05
